token,frequency,capitalized_count,lowercase_count,sample_contexts
sa,6753,0,6753,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.']"
palikolikong,1,0,1,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.']"
linalakaran,2,0,2,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '148: Nalimot niya ang lahat, lumiko at tinungo ang landas na linalakaran ng lalaki at ng prayle; yaon ang landas na tungo sa kanyang bukirin.']"
ilog,35,0,35,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '7: Balot ng liwanag sa umaga, hayo na ang maputi niyang katawan (na iniwawasiwas ang maitim na usok) na nagpapagalaw sa alon ng ilog at nagpapaawit sa hangin sa mga maigkas na kawayang nasa sa magkabilang pangpang; may nagsasabing nag-uumusok din ang daong ng Pamahalaan!...', '8: Sa bawat sandali’y tumitili ang pasuit na paos at mapagbala na wari’y isang manggagahis na ibig makapanaig sa tulong ng sigaw, kaya’t sa loob ng bapor ay hindi magkarinigan, ang lahat ng makatagpo’y pinagbabalaan; minsa’y waring ibig durugin ang mga salambaw, (mga yayat na kagamitan sa pangingisda) na ang galaw ay waring kalansay ng gigante na yumuyuko sa isang pagong na nabuhay sa kapanahunang dako pa roon ng pag-apaw ng tubig sa buong mundo; minsa’y tumatakbong tungo sa mga kakawayanan o kaya’y sa mga karihan, na napapalamutihan ng gumamela at iba pang bulaklak, na waring mga magsisipaligong nakalubog na sa tubig ang mga paa’y ayaw pang maglublob... minsa’y sa pagsunod sa daang itinuturo ng ilang kawayang nakatirik sa ilog ay lumalakad ng buong kasiyahang loob ang bapor; ngunit ang isang biglang pagkakabagok ay kaunti nang ikinabuwal ng mga sakay; napadumog sa isang burak na mababaw na hindi hinihinala nino man......']"
Pasig,9,9,0,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '65: —Magbukas ng isang ludlod na tuwid, mula sa pagpasok ng ilog hangang sa paglabas, na dadaan sa Maynila, ito nga, gumawa ng isang bagong ilog na ludlod at tabunan ang dating ilog Pasig.', '146: —Hindi, hindi ko tinutukoy ang patong bukid, ang tinutukoy ko’y ang mga maamo na inaalagaan sa Pateros at sa Pasig.']"
ang,7372,0,7372,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '4: Gayon man, siya’y kinagigiliwan sa dakong iyon, sanhi marahil sa pangalan niyang tagalog o dahil sa taglay niya ang sadyang ugali ng mga bagay-bagay ng bayan, isang wari’y tagumpay na laban sa pagkakasulong, isang bapor na hindi tunay na bapor ang kabuoan, isang sangkap na hindi nagbabago, hindi ayos ngunit hindi mapag-aalinlanganan, na, kung ibig mag-anyong makabago ay nasisiyahan na ng buong kalakhan sa isang pahid ng pintura.', '4: Gayon man, siya’y kinagigiliwan sa dakong iyon, sanhi marahil sa pangalan niyang tagalog o dahil sa taglay niya ang sadyang ugali ng mga bagay-bagay ng bayan, isang wari’y tagumpay na laban sa pagkakasulong, isang bapor na hindi tunay na bapor ang kabuoan, isang sangkap na hindi nagbabago, hindi ayos ngunit hindi mapag-aalinlanganan, na, kung ibig mag-anyong makabago ay nasisiyahan na ng buong kalakhan sa isang pahid ng pintura.']"
bapor,21,0,21,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '4: Gayon man, siya’y kinagigiliwan sa dakong iyon, sanhi marahil sa pangalan niyang tagalog o dahil sa taglay niya ang sadyang ugali ng mga bagay-bagay ng bayan, isang wari’y tagumpay na laban sa pagkakasulong, isang bapor na hindi tunay na bapor ang kabuoan, isang sangkap na hindi nagbabago, hindi ayos ngunit hindi mapag-aalinlanganan, na, kung ibig mag-anyong makabago ay nasisiyahan na ng buong kalakhan sa isang pahid ng pintura.']"
Tabo,3,3,0,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '14: At si aling Victorina na siyang tanging babaeng nakiupo sa lipon ng mga europeo ay siyang makapagsasabi kung ang bapor Tabo ay tamad, masuwayin at masumpungin; si aling Victorina, na gaya ng karaniwan ay napakamasindakin, ay nagtutungayaw sa mga kasko, bangka, balsa ng niyog, mga indio na namamangka at sampung mga naglalaba at nagsisipaligo na kinayayamutan niya dahil sa pagkakatuwa at kaingayan!', '15: Siya nga naman, kung walang mga indio sa ilog at sa bayan ay bubuti ang lakad ng Tabo, oo!']"
may,720,0,720,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.']"
lulang,2,0,2,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '10: Sa ilalim ng kubyerta ay nangagdungaw ang mga mukhang kayumanggi at maiitim ng mga taga rito, mga intsik at mestiso na nagkakasiksikang kasama ng mga lulang kalakal at mga kaban, samantalang sa itaas, sa ibabaw ng kubyerta at sa lilim ng isang panambil na nagtatanggol sa kanila sa init ng araw, ay nangakaupo sa maginhawang luklukan ang ilang sakay na suot taga Europa, mga prayle at mga kawani, na humihitit ng malalaking tabako, samantalang tinatanaw ang mga dinadaanan, na hindi man napupuna ang mga pagsusumakit ng kapitan na maiwasan ang mga balakid sa ilog.']"
maraming,105,0,105,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '17: Nang umagang iyon ay lalo pang namumuhi si aling Victorina dahil sa hindi siya pinapansin ng mga kalipon, at dapat nga namang magkagayon, sapagka’t tignan nga naman ninyo: magkalipon doon ang tatlong prayleng nananalig na ang buong mundo’y lalakad ng patiwarik sa araw na sila’y lumakad ng matuwid; isang walang pagal na Don Custodio na payapang natutulog, na siyangsiya ang loob sa kaniyang mga munakala; isang walang pagod na manunulat na gaya ni Ben-Zayb (katimbang ng Ibañez) na nag-aakalang kung kaya’t may nag-iisip sa Maynila ay sa dahilang siya’y nag-iisip; isang canonigo na gaya ni Padre Irene na nagbibigay dangal sa mga pari dahil sa mabuti ang pagkakaahit ng kaniyang mukhang kinatatayuan ng isang ilong hudio at dahil sa kaniyang sotanang sutla na mainam ang tabas at maraming botones; at isang mayamang mag-aalahas na gaya ni Simoun na siya manding tanungan at nag-uudyok sa mga galaw ng Kapitan General; akalain nga ba namang magkatatagpo ang mga haliging ito na sine quibus non ng bayan, magkapipisan doon at maligayang nag-uusap, na hindi nabibighaning malugod sa isang tumakwil sa pagkapilipina, na nagpapula ng buhok, ¡bagay ng sukat makabugnot sa isang Joba!', '72: —Patawarin ako ni Ginoong Simoun, na aking kagalanggalang na kaibigan, kung sabihin kong hindi niya ako kasang-ayon; maraming salapi ang magugugol at marahil ay sisira tayo ng mga bayanan.']"
tao,132,0,132,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '12: At yaon din ang balakid sa araw araw, ang dati ring mabababaw na burak, ang dati ring laki ng bapor na nasasadsad sa mga liko ring yaon, na wari’y isang matabang babae sa gitna ng siksikan ng tao, kaya’t ang mabait na kapitan ay humihinto sa bawat sandali, umuurong, pinagkakalahati lamang ang tulin, pinagpapalipatlipat sa kaliwa’t sa kanan ang limang marinerong may hawak na tikin upang ipanibulos ang likong itinuturo ng timon.', '13: Waring isang matandang kawal, na matapos mamuno sa mga tao sa isang maligalig na himagsikan, ay naging taga pag-alaga, ng tumanda, ng batang masumpungin, matigas ang ulo at tamad.']"
tungo,23,0,23,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.', '8: Sa bawat sandali’y tumitili ang pasuit na paos at mapagbala na wari’y isang manggagahis na ibig makapanaig sa tulong ng sigaw, kaya’t sa loob ng bapor ay hindi magkarinigan, ang lahat ng makatagpo’y pinagbabalaan; minsa’y waring ibig durugin ang mga salambaw, (mga yayat na kagamitan sa pangingisda) na ang galaw ay waring kalansay ng gigante na yumuyuko sa isang pagong na nabuhay sa kapanahunang dako pa roon ng pag-apaw ng tubig sa buong mundo; minsa’y tumatakbong tungo sa mga kakawayanan o kaya’y sa mga karihan, na napapalamutihan ng gumamela at iba pang bulaklak, na waring mga magsisipaligong nakalubog na sa tubig ang mga paa’y ayaw pang maglublob... minsa’y sa pagsunod sa daang itinuturo ng ilang kawayang nakatirik sa ilog ay lumalakad ng buong kasiyahang loob ang bapor; ngunit ang isang biglang pagkakabagok ay kaunti nang ikinabuwal ng mga sakay; napadumog sa isang burak na mababaw na hindi hinihinala nino man......', '88: —Ngunit ang mga ganiyang kaparaanan, Ginoong Simoun, ay mangyayaring maging sanhi ng kaguluhan—ang sabi ni Don Custodio na hindi mapalagay dahil sa masamang tungo ng salitaan.']"
Lalaguna,1,1,0,"['2: Isang umaga ng Disiembre ay hirap na sumasalunga sa palikolikong linalakaran ng ilog Pasig ang bapor Tabo, na may lulang maraming tao, na tungo sa Lalaguna.']"
Ang,622,622,0,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '11: Ang kapitan ay isang ginoo na may magiliw na anyo, lubha ng matanda, dating maglalayag na noong kabataan niya ay namahala sa lalong matuling daong at sa lalong malawak na karagatan at ngayong tumanda’y ginagamit ang lalong malaking pag-iisip, pagiingat at pagbabantay upang maiwasan ang maliliit na kapanganiban....', '30: Ang aling Victorinang ito ay kilala dahil sa kaniyang mga kasagwaan at mga himaling.']"
anyong,53,0,53,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '33: Sa dahilang ang kaniyang buong hangad sapol ng magkaasawa ay ang mag-anyong europea, sa tulong ng ilang mahalay na kaparaanan, ay nahulog ding unti-unti ang kaniyang ayos sa isang anyong, sa kasalukuyan, kahit na magtulong si Quatrefages at si Virchow ay hindi mawawatasan kung sa aling lahing mga kilala siya maihahalo.', '59: Upang iwasan ang sinag ng araw ay palaging gumagamit ng salaming asul na de rehilyas, na tumatakip sa kaniyang mga mata at bahagi ng mga pisngi, na siyang nagbibigay sa kaniya ng anyong bulag o may sakit sa mata.']"
bagol,3,0,3,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '156: Mula sa isang silid ng kaniyang tahanang nakaharap sa ilog Pasig ay tinatanaw ni Simoun ang bayang kupkop ng muog na nakikita sa mga durungawang bukas ang mga bubong na hierro galvanizado na pinakikinang ng buwan, at ang kaniyang mga torre na nababadhang malulungkot, bagol, malalamlam, sa gitna nang mapanatag na anyo ng gabi.', '9: Lahat ng nasa paligid ay waring malungkot at maiitim ang kulay sa ganang kaniya; ang dagatan ay ulila’t nag-iisa, lalo pa manding wari’y nag-iisa dahil sa kadalangan ng mga daong na nakahinto roon; ang araw ay lulubog sa likuran ng Mariveles nang walang anomang kagandahan at kariktan, wala ang mga ulap na sarisari ang ayos at mayaman sa kulay ng mga hapong magaganda; ang monumento ni Anda, na walang kaayos ayos, maralita’t bagol, na walang anyo, walang kalakhan: wari’y isang sorbetes o mabuti na ang maging isang pastel; ang mga Ginoong nangagliliwaliw sa Malecon, kahit na may mga anyong nasisiyahang loob at masasaya, ay waring masusungit, mapagmataas at mga hambug sa ganang kaniya; malilikot at walang pinag-aralan ang mga batang naglalaro sa dalampasigan na pinatatalon sa alon ang mga batong lapad sa tabi ng dagat, o kaya’y nangaghahanap sa buhanginan ng mga suso at kokomo na hinuhuli ng walang patumangga at pinapatay ng wala namang pakinabang; sa isang sabi, sampu ng walang katapusang paggawa ng daongan, na pinatungkulan niya ng mahigit sa tatlong tula, ay waring isang bagay na walang kabuluhan, kahalayhalay, gawang bata, sa ganang kaniya.']"
halos,41,0,41,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '46: —anang pransiskano na ang boses ay malalim, na hindi man lamang halos gumalaw sa kaniyang uupan, at ang mga nangangalirang na kamay ay bahagya nang ikilos—Nariyan sa lalawigan ang Puente del Capricho, na gawa ng isang kapatid namin, at hindi nayari, sapagka’t pinintasang mahina at mapanganib ng mga marurunong, sa panunulay sa kanilang mga sapantaha, ngunit tignan ninyo’t nariyan ang tulay na naglalaban sa lahat ng baha at lindol.', '67: Ang panukalang ito’y nakalito sa lahat halos, na nahirati sa mga paraang tapaltapal.']"
bilog,7,0,7,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '43: Ibig nilang dumating na lahat ng palas at bilog na wari’y bola ng bilyar.', '45: Sa isang dako naman ay hindi rin napuna ni Basilio sapagka’t nalilibang sa pagmamasid sa mga bahay na naiilawan, sa loob at labas, ng mga parol na papel na maiinam ang ayos at iba’t iba ang kulay, mga bituwing nalilibid ng bilog na may mahahabang palabuntot, na pag nahipan ng hangin ay naglalagaslasan, at mga isdang ang ulo’t buntot ay gumagalaw, na may baso ng ilaw sa loob, na pawang nakasabit sa balisbisan ng bahay at siyang nagbibigay nang anyong masaya.']"
wari’y,162,0,162,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '4: Gayon man, siya’y kinagigiliwan sa dakong iyon, sanhi marahil sa pangalan niyang tagalog o dahil sa taglay niya ang sadyang ugali ng mga bagay-bagay ng bayan, isang wari’y tagumpay na laban sa pagkakasulong, isang bapor na hindi tunay na bapor ang kabuoan, isang sangkap na hindi nagbabago, hindi ayos ngunit hindi mapag-aalinlanganan, na, kung ibig mag-anyong makabago ay nasisiyahan na ng buong kalakhan sa isang pahid ng pintura.', '8: Sa bawat sandali’y tumitili ang pasuit na paos at mapagbala na wari’y isang manggagahis na ibig makapanaig sa tulong ng sigaw, kaya’t sa loob ng bapor ay hindi magkarinigan, ang lahat ng makatagpo’y pinagbabalaan; minsa’y waring ibig durugin ang mga salambaw, (mga yayat na kagamitan sa pangingisda) na ang galaw ay waring kalansay ng gigante na yumuyuko sa isang pagong na nabuhay sa kapanahunang dako pa roon ng pag-apaw ng tubig sa buong mundo; minsa’y tumatakbong tungo sa mga kakawayanan o kaya’y sa mga karihan, na napapalamutihan ng gumamela at iba pang bulaklak, na waring mga magsisipaligong nakalubog na sa tubig ang mga paa’y ayaw pang maglublob... minsa’y sa pagsunod sa daang itinuturo ng ilang kawayang nakatirik sa ilog ay lumalakad ng buong kasiyahang loob ang bapor; ngunit ang isang biglang pagkakabagok ay kaunti nang ikinabuwal ng mga sakay; napadumog sa isang burak na mababaw na hindi hinihinala nino man......']"
tabo,1,0,1,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.']"
siyang,287,0,287,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '14: At si aling Victorina na siyang tanging babaeng nakiupo sa lipon ng mga europeo ay siyang makapagsasabi kung ang bapor Tabo ay tamad, masuwayin at masumpungin; si aling Victorina, na gaya ng karaniwan ay napakamasindakin, ay nagtutungayaw sa mga kasko, bangka, balsa ng niyog, mga indio na namamangka at sampung mga naglalaba at nagsisipaligo na kinayayamutan niya dahil sa pagkakatuwa at kaingayan!']"
pinanggalingan,3,0,3,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '6: Kung minsan ay bumabalik sa pinanggalingan, ang kaniyang mga paa’y nasasalabid sa isang punong maliit, masasagasa sa isang ugat na nakalabas sa lupa o sa isang sangang bakli.', '99: ¡Dalawangpung libong paghihirap na mababawas at mga angawangaw na dahop ang maililigtas sapol sa pinanggalingan!']"
kaniyang,1164,0,1164,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '16: kung walang isa mang indio, sa mundo; hindi niya napupunang ang mga tumitimon ay pawang indio, indio ang mga marinero, indio ang mga makinista, indio ang siyam na pu’t siyam sa bawat isang daang sakay at siya man ay india rin kung kakayurin ang kaniyang pulbos at huhubaran siya ng ipinagmamalaking bata.']"
pangalan,51,0,51,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '4: Gayon man, siya’y kinagigiliwan sa dakong iyon, sanhi marahil sa pangalan niyang tagalog o dahil sa taglay niya ang sadyang ugali ng mga bagay-bagay ng bayan, isang wari’y tagumpay na laban sa pagkakasulong, isang bapor na hindi tunay na bapor ang kabuoan, isang sangkap na hindi nagbabago, hindi ayos ngunit hindi mapag-aalinlanganan, na, kung ibig mag-anyong makabago ay nasisiyahan na ng buong kalakhan sa isang pahid ng pintura.', '32: Nang tumanda na ang aling Victorinang ito ay nag-asawa sa isang kulang-palad na ang pangalan ay Don Tiburcio de Espadaña, at sa mga sandaling ito na nakikita natin siya ay may labing limang taon nang kasal, ang buhok ay postiso at ang kalahati ng kagayakan ay ayos taga Europa.']"
napakarumi,1,0,1,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.']"
kahit,130,0,130,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '33: Sa dahilang ang kaniyang buong hangad sapol ng magkaasawa ay ang mag-anyong europea, sa tulong ng ilang mahalay na kaparaanan, ay nahulog ding unti-unti ang kaniyang ayos sa isang anyong, sa kasalukuyan, kahit na magtulong si Quatrefages at si Virchow ay hindi mawawatasan kung sa aling lahing mga kilala siya maihahalo.', '49: Napahintong nakangiti si Ben-Zayb, marahil sa paggalang o kaya’y dahil sa sadyang walang maalamang isagot; kahit gayong ¡siya ang tanging nag-iisip dito sa Pilipinas!']"
nasa,159,0,159,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '7: Balot ng liwanag sa umaga, hayo na ang maputi niyang katawan (na iniwawasiwas ang maitim na usok) na nagpapagalaw sa alon ng ilog at nagpapaawit sa hangin sa mga maigkas na kawayang nasa sa magkabilang pangpang; may nagsasabing nag-uumusok din ang daong ng Pamahalaan!...', '52: —Datapwa’y hindi ibig sabihin ng ganito na kayo’y wala sa katwiran at gayon din naman si Padre Camorra (ito ang pangalan ng paring artilyero); ang kasamaan ay nasa lawa.....']"
maging,56,0,56,"['3: Ang bapor ay may anyong bagol, halos bilog na wari’y tabo na siyang pinanggalingan ng kaniyang pangalan; napakarumi kahit na may nasa siyang maging maputi, malumanay at waring nagmamalaki dahil sa kaniyang banayad na lakad.', '88: —Ngunit ang mga ganiyang kaparaanan, Ginoong Simoun, ay mangyayaring maging sanhi ng kaguluhan—ang sabi ni Don Custodio na hindi mapalagay dahil sa masamang tungo ng salitaan.', '150: —ang sagot ni Padre Camorra—hindi kailangang maging indio upang makabatid ng bagay na iyan, sukat na ang magkaroon ng paningin!']"
